5.074916300000000000e+07 -2.039859771728515625e+00 4.501098990440368652e-01 9.926360130310058594e+00 -5.395865067839622498e-02 7.993874140083789825e-03 1.438897382467985153e-02 2.820000076293945312e+01 1.169999980926513672e+01 3.359999847412109375e+01 9.946033358573913574e-01 1.899512484669685364e-02 9.940400719642639160e-02 2.285150624811649323e-02
5.074918300000000000e+07 -1.891419291496276855e+00 4.070142805576324463e-01 1.000297451019287109e+01 -1.958499290049076080e-02 -1.212404295802116394e-02 4.982848465442657471e-02 2.864999961853027344e+01 1.169999980926513672e+01 3.434999847412109375e+01 9.947477579116821289e-01 1.860355585813522339e-02 9.790154546499252319e-02 2.336901798844337463e-02
5.074920300000000000e+07 -1.857900500297546387e+00 3.399766385555267334e-01 1.003649330139160156e+01 -6.794793531298637390e-03 9.592648595571517944e-03 5.049464106559753418e-02 2.820000076293945312e+01 1.064999961853027344e+01 3.329999923706054688e+01 9.948371052742004395e-01 1.740943640470504761e-02 9.711073338985443115e-02 2.378334850072860718e-02
5.074922300000000000e+07 -1.929726481437683105e+00 4.644751250743865967e-01 1.004128170013427734e+01 1.025880500674247742e-02 -2.744563482701778412e-02 5.289280042052268982e-02 2.879999923706054688e+01 1.080000019073486328e+01 3.450000000000000000e+01 9.947588443756103516e-01 1.892972551286220551e-02 9.747098386287689209e-02 2.441420778632164001e-02
5.074924300000000000e+07 -1.891419291496276855e+00 3.112462162971496582e-01 9.979032516479492188e+00 -1.598774921149015427e-03 -1.025880500674247742e-02 3.983614221215248108e-02 2.864999961853027344e+01 9.899999618530273438e+00 3.359999847412109375e+01 9.947894215583801270e-01 1.745972223579883575e-02 9.736984968185424805e-02 2.466419897973537445e-02
5.074926300000000000e+07 -1.915361285209655762e+00 3.447650372982025146e-01 9.931148529052734375e+00 -2.931087277829647064e-02 1.678713597357273102e-02 6.634915620088577271e-02 2.729999923706054688e+01 1.155000019073486328e+01 3.315000152587890625e+01 9.946870803833007812e-01 1.609156094491481781e-02 9.850119054317474365e-02 2.522533759474754333e-02
5.074928300000000000e+07 -1.781286001205444336e+00 5.171475410461425781e-01 9.983820915222167969e+00 -2.171669341623783112e-02 7.274425029754638672e-02 3.770443797111511230e-02 2.745000076293945312e+01 1.200000000000000000e+01 3.434999847412109375e+01 9.946762323379516602e-01 1.707585342228412628e-02 9.830374270677566528e-02 2.576697245240211487e-02
5.074930300000000000e+07 -1.877054095268249512e+00 5.985503792762756348e-01 9.888052940368652344e+00 -3.823736682534217834e-02 3.970290720462799072e-02 4.103522002696990967e-02 2.804999923706054688e+01 1.185000038146972656e+01 3.270000076293945312e+01 9.946057200431823730e-01 1.822918280959129333e-02 9.865025430917739868e-02 2.636793814599514008e-02
5.074932300000000000e+07 -1.905784487724304199e+00 4.501098990440368652e-01 9.911994934082031250e+00 -4.050229862332344055e-02 2.091730572283267975e-02 8.660030551254749298e-03 3.225000000000000000e+01 1.080000019073486328e+01 2.729999923706054688e+01 9.945287704467773438e-01 1.929665170609951019e-02 9.914966672658920288e-02 2.663620002567768097e-02
5.074934300000000000e+07 -1.977610468864440918e+00 5.363011360168457031e-01 9.710881233215332031e+00 -8.953139185905456543e-02 2.358192950487136841e-02 1.598774828016757965e-02 2.745000076293945312e+01 1.200000000000000000e+01 3.284999847412109375e+01 9.943916797637939453e-01 1.949877291917800903e-02 1.003858074545860291e-01 2.697307989001274109e-02
5.074936300000000000e+07 -1.848323583602905273e+00 5.123591423034667969e-01 9.964667320251464844e+00 -6.515007466077804565e-02 3.050995431840419769e-02 5.822205170989036560e-02 3.150000000000000000e+01 1.155000019073486328e+01 2.910000038146972656e+01 9.944408535957336426e-01 1.993088796734809875e-02 9.959948807954788208e-02 2.775058522820472717e-02
5.074938300000000000e+07 -1.910572886466979980e+00 4.836287200450897217e-01 9.921571731567382812e+00 -6.448391824960708618e-02 1.305666100233793259e-02 -9.592648595571517944e-03 3.045000076293945312e+01 1.019999980926513672e+01 3.465000152587890625e+01 9.944195747375488281e-01 2.075866051018238068e-02 9.960871934890747070e-02 2.787191420793533325e-02
5.074940300000000000e+07 -1.877054095268249512e+00 4.644751250743865967e-01 9.921571731567382812e+00 -1.545482408255338669e-02 4.183461144566535950e-02 6.008728966116905212e-02 3.075000000000000000e+01 1.064999961853027344e+01 2.685000038146972656e+01 9.944887161254882812e-01 2.103268727660179138e-02 9.866061806678771973e-02 2.856349386274814606e-02
5.074942300000000000e+07 -1.958456873893737793e+00 2.873041927814483643e-01 9.873687744140625000e+00 -1.585451699793338776e-02 3.503981605172157288e-02 3.863706020638346672e-03 3.089999961853027344e+01 1.019999980926513672e+01 3.000000000000000000e+01 9.944365620613098145e-01 1.946076005697250366e-02 9.953127801418304443e-02 2.847351692616939545e-02
5.074944300000000000e+07 -1.824381589889526367e+00 4.979939460754394531e-01 9.897629737854003906e+00 -3.996937302872538567e-04 5.702297389507293701e-02 1.492189895361661911e-02 3.029999923706054688e+01 1.050000000000000000e+01 2.850000000000000000e+01 9.944642782211303711e-01 2.042066305875778198e-02 9.898009151220321655e-02 2.875442616641521454e-02
